,text,favourite_count,retweet_count,created_at,language,is_retweet,user_name
0,"Why did Elon Musk put Twitter’s $44bn deal on hold?

https://t.co/eGHPA1ifvd

#Musk #ElonMuskBuyTwitter #On Hold #44 Billion #TwitterTakeover #Tesla #$TWTR #fake #Fake-Accounts #earnings #inflation #markets #marketsupdate #ElonMusk #interestrates #deals https://t.co/ruGCzooILY",0,0,2022-05-14 13:53:42+00:00,en,False,dfinancialadv1
1,¿Quien le ha permitido a Elon Musk llenar de satélites el cielo? A ya el dinero... #Musk,0,0,2022-05-14 13:46:24+00:00,es,False,xsoukx13
2,"RT @Willard_Austria: Twitter is amazing.
#musk #rogan

https://t.co/GFJOxKrsmI https://t.co/aNo2TJ14fZ",0,56,2022-05-14 13:45:07+00:00,en,False,Wandaspangler2
3,"""To buy or not to buy, that is the question. Whether it is nobler in the mind to suffer the slings and arrows of outrageous social media or to take up arms against the sea of troubles, and by opposing, end them.""
Musk as Hamlet.
#Musk",0,0,2022-05-14 13:45:02+00:00,en,False,gcjader
4,"RT @Willard_Austria: Twitter is amazing.
#musk #rogan

https://t.co/GFJOxKrsmI https://t.co/aNo2TJ14fZ",0,56,2022-05-14 13:41:28+00:00,en,False,Jac1066
5,"@HasnainKazim Haben Sie jetzt Twitter gekauft,  wo #Musk sich drückt? Ihr Anfang als Kalif von  Twitter beginnt jedenfalls vielversprechend.",1,0,2022-05-14 13:38:55+00:00,de,False,Judenberg
6,"Here's a thought. Since $TWTR has dropped significantly, #Musk could buy as much as possible.....the more he get  $TWTR https://t.co/kakZFM7JVX",0,0,2022-05-14 13:38:54+00:00,en,False,zardiw
7,RT @BRACHIOSAURE1: C'est le poudré qui va perdre la moitié de ses abonnés si #Musk s'amuse à nettoyer #twitter des faux comptes...,0,3,2022-05-14 13:36:29+00:00,fr,False,BrunetteMajilpa
8,"RT @august_daye: https://t.co/QQ6xkxWQma
Musk deal on hold! 
Fact-checkers want to know...
""Does that mean we're coming back to work?""
Oh,…",0,2,2022-05-14 13:35:01+00:00,en,False,peggy_winkle
9,"RT @ultras_gg: Reperansativ, Repräsantiv, Representativ? Wir wissen nicht wie man es schreibt, aber #Musk scheinbar nicht was es ist😆^tm #T…",0,4,2022-05-14 13:29:44+00:00,de,False,CeliaKandis
